6366328055,2026/07/06 10:34:46,BTC/USDT,bidsale,9571.15,0.9,8614.04
6366328055,2026/07/06 10:34:47,BTC/USDT,asksale,9565.83,0.9,8609.25
6366328055,2026/07/06 10:34:47,DOGE/USDT,bidsale,0.00265319,0.7,0.00185723
6366328055,2026/07/06 10:34:48,DOGE/USDT,bidsale,0.00272909,1.7,0.00463945
6366328055,2026/07/06 10:34:49,DOGE/USDT,bidsale,0.00272005,1.3,0.00353607
6366328055,2026/07/06 10:34:50,DOGE/USDT,bidsale,0.00268029,1.9,0.00509256
6366328055,2026/07/06 10:34:50,DOGE/USDT,bidsale,0.00265861,1.9,0.00505136
6366328055,2026/07/06 10:34:51,DOGE/USDT,asksale,0.00270921,1.1,0.00298013
6366328055,2026/07/06 10:34:52,DOGE/USDT,asksale,0.00264415,0.7,0.00185091
6366328055,2026/07/06 10:34:53,DOGE/USDT,asksale,0.00262066,1.1,0.00288273
6366328055,2026/07/06 10:34:53,DOGE/USDT,asksale,0.00270017,0.9,0.00243016
6366328055,2026/07/06 10:34:54,DOGE/USDT,asksale,0.00258452,1.3,0.00335987
6366328055,2026/07/06 10:34:55,ETH/USDT,bidsale,238.779,1.7,405.924
6366328055,2026/07/06 10:34:56,ETH/USDT,bidsale,239.725,0.1,23.9725
6366328055,2026/07/06 10:34:56,ETH/USDT,bidsale,238.229,1.5,357.344
6366328055,2026/07/06 10:34:57,ETH/USDT,bidsale,238.931,0.5,119.466
6366328055,2026/07/06 10:34:58,ETH/USDT,bidsale,238.504,0.5,119.252
6366328055,2026/07/06 10:34:59,ETH/USDT,asksale,239.115,0.3,71.7344
6366328055,2026/07/06 10:34:59,ETH/USDT,asksale,237.222,1.7,403.277
6366328055,2026/07/06 10:35:00,ETH/USDT,asksale,239.512,0.3,71.8535
6366328055,2026/07/06 10:35:01,ETH/USDT,asksale,237.405,0.7,166.184
6366328055,2026/07/06 10:35:02,ETH/USDT,asksale,239.756,1.1,263.731
6366328055,2026/07/06 10:35:45,BTC/FLAT,deposit,1,10000,10000
6366328055,2026/07/06 10:48:15,BTC/USDT,bidsale,9573.08,0.5,4786.54
6366328055,2026/07/06 10:48:16,BTC/USDT,bidsale,9583.72,0.5,4791.86
6366328055,2026/07/06 10:48:17,BTC/USDT,asksale,9586.62,1.5,14379.9
6366328055,2026/07/06 10:48:18,BTC/USDT,asksale,9583.72,0.1,958.372
6366328055,2026/07/06 10:48:18,BTC/USDT,asksale,9577.43,0.7,6704.2
6366328055,2026/07/06 10:48:19,BTC/USDT,asksale,9577.43,0.7,6704.2
6366328055,2026/07/06 10:48:20,BTC/USDT,asksale,9582.75,1.1,10541
6366328055,2026/07/06 10:48:21,DOGE/BTC,bidsale,3.778e-07,0.3,1.1334e-07
6366328055,2026/07/06 10:48:22,DOGE/BTC,bidsale,3.239e-07,1.3,4.2107e-07
6366328055,2026/07/06 10:48:22,DOGE/BTC,bidsale,3.043e-07,0.3,9.129e-08
6366328055,2026/07/06 10:48:23,DOGE/BTC,bidsale,4.758e-07,0.9,4.2822e-07
6366328055,2026/07/06 10:48:24,DOGE/BTC,bidsale,6.718e-07,0.1,6.718e-08
6366328055,2026/07/06 10:48:25,DOGE/BTC,asksale,3.827e-07,0.1,3.827e-08
